pais_grupo,valores_nivel_1,valores_nivel_2,n_grupos,n_registros,promedio_anios,anio_min_global,anio_max_global
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,210 Cuerpos de Agua,443  Árboles fuera de bosque y otras áreas naturales",35,105,3.0,2005,2017
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,112 Urbano discontinuo",35,105,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles",34,102,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),443  Árboles fuera de bosque y otras áreas naturales",34,102,3.0,2001,2018
El Salvador,"11 Urbano,32 Cultivos Arbóreos","112 Urbano discontinuo,323 Frutales",39,101,2.58974358974359,2000,2018
Costa Rica,"41 Bosque latifoliado y mixto,21 Cuerpos de Agua","411 Latifoliado maduro húmedo,210 Cuerpos de Agua",33,99,3.0,2005,2018
Costa Rica,"41 Bosque latifoliado y mixto,91 Otras,32 Cultivos Arbóreos","412 Latifoliado secundario húmedo,910 Otras,321 Café",33,99,3.0,2005,2016
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,325 Otros sistemas agroforestales o silvopastoriles",33,99,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,321 Café",33,99,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),112 Urbano discontinuo",33,99,3.0,2001,2018
Costa Rica,"22 Humedales,44 Otros arbóreo en tierras no agrícola","220 Humedales,442 Plantaciones forestales",32,96,3.0,2005,2016
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso),321 Café",32,96,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles",32,96,3.0,2001,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","333 Matorrales (barbecho o en descanso),110 Urbano",5,95,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,12 Otras tierras","412 Latifoliado secundario húmedo,121 Otros artificializado",5,95,19.0,2000,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,42 Bosque de coníferas","315 Otros cultivos intensivos no arbóreos,420 Bosque de coníferas",47,94,2.0,2000,2018
El Salvador,"41 Bosque latifoliado y mixto,21 Cuerpos de Agua","410 Bosque latifoliado y mixto,210 Cuerpos de Agua",37,94,2.5405405405405403,2000,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales","331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso)",47,94,2.0,2006,2016
Honduras,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos","410 Bosque latifoliado y mixto,315 Otros cultivos intensivos no arbóreos",47,94,2.0,2000,2018
Costa Rica,"31 Cultivos intensivos No-Arbóreos,11 Urbano,91 Otras","311 Palma aceitera,110 Urbano,910 Otras",31,93,3.0,2005,2017
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola,91 Otras","332 Pastizales naturales y cultivados,442 Plantaciones forestales,910 Otras",30,90,3.0,2005,2016
Costa Rica,"44 Otros arbóreo en tierras no agrícola,91 Otras","443  Árboles fuera de bosque y otras áreas naturales,442 Plantaciones forestales,910 Otras",30,90,3.0,2005,2016
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,321 Café",30,90,3.0,2001,2018
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","331 Granos básicos y hortalizas  y otros,210 Cuerpos de Agua",5,90,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","332 Pastizales naturales y cultivados,210 Cuerpos de Agua",5,90,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos","414 Bosque seco o deciduo,321 Café",5,90,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","414 Bosque seco o deciduo,333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros",5,90,18.0,2005,2022
multipais_o_inconsistente,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","333 Matorrales (barbecho o en descanso),122 Suelo desnudo, arena, rocoso, lava, otros",20,90,2.25,2000,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,11 Urbano","315 Otros cultivos intensivos no arbóreos,111 Urbano continuo",44,88,2.0,2000,2018
El Salvador,"41 Bosque latifoliado y mixto,43 Manglares","410 Bosque latifoliado y mixto,430 Manglares",29,87,3.0,2001,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,122 Suelo desnudo, arena, rocoso, lava, otros,443  Árboles fuera de bosque y otras áreas naturales",28,84,3.0,2005,2017
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,443  Árboles fuera de bosque y otras áreas naturales,321 Café",28,84,3.0,2005,2016
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,122 Suelo desnudo, arena, rocoso, lava, otros",28,84,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros,441 Masa arbórea ribereña",28,84,3.0,2001,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","442 Plantaciones forestales,323 Frutales",42,84,2.0,2000,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","332 Pastizales naturales y cultivados,210 Cuerpos de Agua",27,81,3.0,2005,2017
El Salvador,"12 Otras tierras,11 Urbano","122 Suelo desnudo, arena, rocoso, lava, otros,111 Urbano continuo",27,81,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","313 Caña de azúcar,331 Granos básicos y hortalizas  y otros,323 Frutales",27,81,3.0,2001,2018
Costa Rica,"12 Otras tierras,44 Otros arbóreo en tierras no agrícola,91 Otras","122 Suelo desnudo, arena, rocoso, lava, otros,443  Árboles fuera de bosque y otras áreas naturales,910 Otras",26,78,3.0,2005,2016
Belice,"12 Otras tierras,42 Bosque de coníferas","121 Otros artificializado,423 Sabanas de pino",4,76,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","332 Pastizales naturales y cultivados,110 Urbano",4,76,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","333 Matorrales (barbecho o en descanso),444 Regeneración forestal",4,76,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,11 Urbano","411 Latifoliado maduro húmedo,110 Urbano",4,76,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","411 Latifoliado maduro húmedo,332 Pastizales naturales y cultivados,444 Regeneración forestal",4,76,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,42 Bosque de coníferas","412 Latifoliado secundario húmedo,423 Sabanas de pino",4,76,19.0,2000,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,325 Otros sistemas agroforestales o silvopastoriles",38,76,2.0,2006,2016
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,443  Árboles fuera de bosque y otras áreas naturales,321 Café",25,75,3.0,2005,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,323 Frutales,321 Café",25,75,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso),323 Frutales",25,75,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,323 Frutales",25,75,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,43 Manglares","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,430 Manglares",25,75,3.0,2001,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,321 Café",24,72,3.0,2005,2018
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","411 Latifoliado maduro húmedo,331 Granos básicos y hortalizas  y otros",24,72,3.0,2005,2016
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","313 Caña de azúcar,332 Pastizales naturales y cultivados,325 Otros sistemas agroforestales o silvopastoriles",24,72,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras,11 Urbano","333 Matorrales (barbecho o en descanso),122 Suelo desnudo, arena, rocoso, lava, otros,111 Urbano continuo",24,72,3.0,2001,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,325 Otros sistemas agroforestales o silvopastoriles",36,72,2.0,2006,2016
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,324 Hule",36,72,2.0,2006,2016
Honduras,"33 Cultivos extensivos, Pastizales y matorrales","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados",4,72,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,325 Otros sistemas agroforestales o silvopastoriles",4,72,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),323 Frutales",4,72,18.0,2005,2022
Honduras,"33 Cultivos extensivos, Pastizales y matorrales,42 Bosque de coníferas","332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso),420 Bosque de coníferas",4,72,18.0,2005,2022
multipais_o_inconsistente,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos","410 Bosque latifoliado y mixto,315 Otros cultivos intensivos no arbóreos",18,72,2.0,2000,2018
Costa Rica,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","443  Árboles fuera de bosque y otras áreas naturales,323 Frutales",23,69,3.0,2005,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","313 Caña de azúcar,331 Granos básicos y hortalizas  y otros,443  Árboles fuera de bosque y otras áreas naturales",23,69,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","331 Granos básicos y hortalizas  y otros,333 Matorrales (barbecho o en descanso),111 Urbano continuo",23,69,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso),122 Suelo desnudo, arena, rocoso, lava, otros",23,69,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados,323 Frutales",23,69,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados,325 Otros sistemas agroforestales o silvopastoriles",23,69,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,11 Urbano,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,112 Urbano discontinuo,321 Café",23,69,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,313 Caña de azúcar,333 Matorrales (barbecho o en descanso)",23,69,3.0,2001,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","443  Árboles fuera de bosque y otras áreas naturales,325 Otros sistemas agroforestales o silvopastoriles",23,69,3.0,2001,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,42 Bosque de coníferas","442 Plantaciones forestales,420 Bosque de coníferas",34,68,2.0,2000,2018
El Salvador,"12 Otras tierras,11 Urbano","122 Suelo desnudo, arena, rocoso, lava, otros,112 Urbano discontinuo",23,67,2.9130434782608696,2000,2018
Costa Rica,"41 Bosque latifoliado y mixto,12 Otras tierras,91 Otras","411 Latifoliado maduro húmedo,122 Suelo desnudo, arena, rocoso, lava, otros,910 Otras",22,66,3.0,2005,2016
El Salvador,"12 Otras tierras,32 Cultivos Arbóreos","121 Otros artificializado,321 Café",33,66,2.0,2000,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,111 Urbano continuo",22,66,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,325 Otros sistemas agroforestales o silvopastoriles",22,66,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,441 Masa arbórea ribereña,325 Otros sistemas agroforestales o silvopastoriles",22,66,3.0,2001,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","441 Masa arbórea ribereña,325 Otros sistemas agroforestales o silvopastoriles",22,66,3.0,2001,2018
Honduras,"31 Cultivos intensivos No-Arbóreos,32 Cultivos Arbóreos","315 Otros cultivos intensivos no arbóreos,321 Café",33,66,2.0,2000,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,323 Frutales",21,63,3.0,2005,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola,91 Otras","331 Granos básicos y hortalizas  y otros,442 Plantaciones forestales,910 Otras",21,63,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,11 Urbano,91 Otras","412 Latifoliado secundario húmedo,110 Urbano,910 Otras",21,63,3.0,2005,2016
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,112 Urbano discontinuo,321 Café",21,63,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,321 Café,323 Frutales",21,63,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,441 Masa arbórea ribereña",21,63,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),441 Masa arbórea ribereña",21,63,3.0,2001,2018
El Salvador,"12 Otras tierras,11 Urbano","121 Otros artificializado,112 Urbano discontinuo",31,62,2.0,2000,2018
El Salvador,32 Cultivos Arbóreos,"323 Frutales,321 Café",21,60,2.857142857142857,2000,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso),111 Urbano continuo",20,60,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua,12 Otras tierras","332 Pastizales naturales y cultivados,212 Cuerpos de agua artificial,122 Suelo desnudo, arena, rocoso, lava, otros",20,60,3.0,2001,2018
Guatemala,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","413 Bosque Mixto (Lat-Coniferas),333 Matorrales (barbecho o en descanso)",29,58,2.0,2006,2016
Belice,"31 Cultivos intensivos No-Arbóreos,11 Urbano","315 Otros cultivos intensivos no arbóreos,110 Urbano",3,57,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras","333 Matorrales (barbecho o en descanso),122 Suelo desnudo, arena, rocoso, lava, otros",3,57,19.0,2000,2018
Belice,"33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","332 Pastizales naturales y cultivados,212 Cuerpos de agua artificial",3,57,19.0,2000,2018
Belice,"41 Bosque latifoliado y mixto,21 Cuerpos de Agua","412 Latifoliado secundario húmedo,212 Cuerpos de agua artificial",3,57,19.0,2000,2018
Belice,"43 Manglares,12 Otras tierras","430 Manglares,121 Otros artificializado",3,57,19.0,2000,2018
Costa Rica,"22 Humedales,44 Otros arbóreo en tierras no agrícola","220 Humedales,443  Árboles fuera de bosque y otras áreas naturales",18,54,3.0,2005,2017
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,323 Frutales",18,54,3.0,2005,2017
Costa Rica,"41 Bosque latifoliado y mixto,12 Otras tierras","411 Latifoliado maduro húmedo,122 Suelo desnudo, arena, rocoso, lava, otros",18,54,3.0,2005,2016
El Salvador,"11 Urbano,32 Cultivos Arbóreos","112 Urbano discontinuo,111 Urbano continuo,321 Café",18,54,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,321 Café,323 Frutales",18,54,3.0,2001,2018
Honduras,"32 Cultivos Arbóreos,42 Bosque de coníferas","325 Otros sistemas agroforestales o silvopastoriles,321 Café,420 Bosque de coníferas",3,54,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros",3,54,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,331 Granos básicos y hortalizas  y otros,321 Café",3,54,18.0,2005,2022
Honduras,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),321 Café",3,54,18.0,2005,2022
Guatemala,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales","311 Palma aceitera,333 Matorrales (barbecho o en descanso)",26,52,2.0,2006,2016
Costa Rica,"41 Bosque latifoliado y mixto,22 Humedales","411 Latifoliado maduro húmedo,220 Humedales",17,51,3.0,2005,2017
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,21 Cuerpos de Agua","313 Caña de azúcar,333 Matorrales (barbecho o en descanso),210 Cuerpos de Agua",17,51,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","313 Caña de azúcar,332 Pastizales naturales y cultivados,323 Frutales",17,51,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,44 Otros arbóreo en tierras no agrícola","333 Matorrales (barbecho o en descanso),112 Urbano discontinuo,443  Árboles fuera de bosque y otras áreas naturales",17,51,3.0,2001,2018
El Salvador,"31 Cultivos intensivos No-Arbóreos,44 Otros arbóreo en tierras no agrícola","315 Otros cultivos intensivos no arbóreos,442 Plantaciones forestales",25,50,2.0,2000,2018
Honduras,31 Cultivos intensivos No-Arbóreos,"315 Otros cultivos intensivos no arbóreos,313 Caña de azúcar",25,50,2.0,2000,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,110 Urbano,443  Árboles fuera de bosque y otras áreas naturales",16,48,3.0,2005,2017
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,443  Árboles fuera de bosque y otras áreas naturales,323 Frutales",16,48,3.0,2005,2017
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","332 Pastizales naturales y cultivados,333 Matorrales (barbecho o en descanso),112 Urbano discontinuo",16,48,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,111 Urbano continuo,321 Café",16,48,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,443  Árboles fuera de bosque y otras áreas naturales,325 Otros sistemas agroforestales o silvopastoriles",16,48,3.0,2001,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","441 Masa arbórea ribereña,321 Café",16,48,3.0,2001,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),325 Otros sistemas agroforestales o silvopastoriles",24,48,2.0,2006,2016
multipais_o_inconsistente,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,333 Matorrales (barbecho o en descanso),323 Frutales",8,48,3.0,2001,2018
Guatemala,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),324 Hule",23,46,2.0,2006,2016
El Salvador,"31 Cultivos intensivos No-Arbóreos,33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","313 Caña de azúcar,331 Granos básicos y hortalizas  y otros,112 Urbano discontinuo",15,45,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados,112 Urbano discontinuo",15,45,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,32 Cultivos Arbóreos","333 Matorrales (barbecho o en descanso),112 Urbano discontinuo,323 Frutales",15,45,3.0,2001,2018
El Salvador,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","410 Bosque latifoliado y mixto,332 Pastizales naturales y cultivados,323 Frutales",15,45,3.0,2001,2018
El Salvador,"43 Manglares,32 Cultivos Arbóreos","430 Manglares,323 Frutales",16,45,2.8125,2000,2018
El Salvador,"43 Manglares,12 Otras tierras","430 Manglares,121 Otros artificializado",22,44,2.0,2000,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,12 Otras tierras,22 Humedales","332 Pastizales naturales y cultivados,122 Suelo desnudo, arena, rocoso, lava, otros,220 Humedales",14,42,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,21 Cuerpos de Agua,12 Otras tierras","411 Latifoliado maduro húmedo,210 Cuerpos de Agua,122 Suelo desnudo, arena, rocoso, lava, otros",14,42,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","412 Latifoliado secundario húmedo,331 Granos básicos y hortalizas  y otros,443  Árboles fuera de bosque y otras áreas naturales",14,42,3.0,2005,2016
El Salvador,"31 Cultivos intensivos No-Arbóreos,12 Otras tierras","315 Otros cultivos intensivos no arbóreos,122 Suelo desnudo, arena, rocoso, lava, otros",21,42,2.0,2000,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","333 Matorrales (barbecho o en descanso),331 Granos básicos y hortalizas  y otros,112 Urbano discontinuo",14,42,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","333 Matorrales (barbecho o en descanso),332 Pastizales naturales y cultivados,111 Urbano continuo",14,42,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,44 Otros arbóreo en tierras no agrícola","332 Pastizales naturales y cultivados,331 Granos básicos y hortalizas  y otros,443  Árboles fuera de bosque y otras áreas naturales",14,42,3.0,2001,2018
El Salvador,"44 Otros arbóreo en tierras no agrícola,32 Cultivos Arbóreos","442 Plantaciones forestales,321 Café",21,42,2.0,2000,2018
Honduras,"43 Manglares,12 Otras tierras","430 Manglares,121 Otros artificializado",21,42,2.0,2000,2018
Costa Rica,"33 Cultivos extensivos, Pastizales y matorrales,22 Humedales,44 Otros arbóreo en tierras no agrícola","331 Granos básicos y hortalizas  y otros,220 Humedales,443  Árboles fuera de bosque y otras áreas naturales",13,39,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,11 Urbano","411 Latifoliado maduro húmedo,110 Urbano",13,39,3.0,2005,2016
Costa Rica,"41 Bosque latifoliado y mixto,11 Urbano,44 Otros arbóreo en tierras no agrícola","412 Latifoliado secundario húmedo,110 Urbano,443  Árboles fuera de bosque y otras áreas naturales",13,39,3.0,2005,2017
El Salvador,"31 Cultivos intensivos No-Arbóreos,12 Otras tierras","313 Caña de azúcar,122 Suelo desnudo, arena, rocoso, lava, otros",18,39,2.1666666666666665,2000,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","331 Granos básicos y hortalizas  y otros,112 Urbano discontinuo,111 Urbano continuo",13,39,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano","332 Pastizales naturales y cultivados,112 Urbano discontinuo,111 Urbano continuo",13,39,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,11 Urbano,32 Cultivos Arbóreos","332 Pastizales naturales y cultivados,112 Urbano discontinuo,323 Frutales",13,39,3.0,2001,2018
El Salvador,"33 Cultivos extensivos, Pastizales y matorrales,32 Cultivos Arbóreos","331 Granos básicos y hortalizas  y otros,332 Pastizales naturales y cultivados,323 Frutales",13,39,3.0,2001,2018
